timestamp,open,high,low,close,volume
2017-04-17,65.0400,65.4900,65.0100,65.4800,16689265
2017-04-13,65.2900,65.8600,64.9500,64.9500,17896483
2017-04-12,65.4200,65.5100,65.1100,65.2300,17108513
2017-04-11,65.6000,65.6100,64.8500,65.4800,18791533
2017-04-10,65.6100,65.8200,65.3600,65.5300,17952742
2017-04-07,65.8500,65.9600,65.4400,65.6800,14089274
2017-04-06,65.6000,66.0550,65.4800,65.7300,18103453
2017-04-05,66.3000,66.3500,65.4443,65.5600,21448594
2017-04-04,65.3900,65.8100,65.2800,65.7300,12997449
2017-04-03,65.8100,65.9400,65.1900,65.5500,20400871
2017-03-31,65.6500,66.1900,65.4500,65.8600,21040331
2017-03-30,65.4200,65.9800,65.3600,65.7100,15122823
2017-03-29,65.1200,65.5000,64.9500,65.4700,13618424
2017-03-28,64.9600,65.4700,64.6500,65.2900,20080358
2017-03-27,64.6300,65.2200,64.3500,65.1000,18614662
2017-03-24,65.3600,65.4500,64.7600,64.9800,22617105
2017-03-23,64.9400,65.2400,64.7700,64.8700,19269203
2017-03-22,64.1200,65.1400,64.1200,65.0300,20680015
2017-03-21,65.1900,65.5000,64.1300,64.2100,26640480
2017-03-20,64.9100,65.1800,64.7200,64.9300,14598083
2017-03-17,64.9100,65.2400,64.6800,64.8700,49219686
2017-03-16,64.7500,64.7600,64.3000,64.6400,20674296
2017-03-15,64.5500,64.9200,64.2500,64.7500,24833810
2017-03-14,64.5300,64.5500,64.1500,64.4100,14280202
2017-03-13,65.0100,65.1900,64.5700,64.7100,20100035
2017-03-10,65.1100,65.2600,64.7500,64.9300,19538245
2017-03-09,65.1900,65.2000,64.4800,64.7300,19846832
2017-03-08,64.2600,65.0800,64.2500,64.9900,21510907
