timestamp,open,high,low,close,volume
2017-06-06,11.2700,12.2400,11.2400,12.0300,113010266
2017-06-05,10.8400,11.3400,10.8000,11.2400,64357671
2017-06-02,10.9300,10.9600,10.5650,10.9000,42838855
2017-06-01,11.2500,11.2850,10.8100,10.9300,47175511
2017-05-31,11.2900,11.4900,11.1000,11.1900,41470434
2017-05-30,10.9500,11.2700,10.9000,11.1200,35125296
2017-05-26,10.8500,11.0200,10.7400,11.0000,31726254
2017-05-25,11.0100,11.0100,10.8000,10.9800,32692181
2017-05-24,11.0500,11.0600,10.7100,10.8900,40864767
2017-05-23,10.9700,11.0550,10.6200,10.8900,49597368
2017-05-22,11.4900,11.5500,10.7700,11.0400,78335158
2017-05-19,11.4700,11.6200,11.3500,11.4100,49828043
2017-05-18,10.9900,11.4900,10.8100,11.2750,85319480
2017-05-17,11.8100,12.2855,11.1600,11.2000,158929483
2017-05-16,11.6600,12.7700,11.6300,12.7500,155882385
2017-05-15,11.4100,11.6000,11.3000,11.4200,52210042
2017-05-12,11.2000,11.4000,11.0800,11.2600,55944654
2017-05-11,10.7400,11.2600,10.5100,11.0700,72574404
2017-05-10,10.4550,10.8500,10.4500,10.7900,65328949
2017-05-09,10.0400,10.4000,10.0400,10.1800,47138714
2017-05-08,10.2200,10.2200,10.0000,10.0400,34824647
2017-05-05,10.1300,10.2600,9.9400,10.1900,51629612
2017-05-04,10.5500,10.5500,9.9400,10.1000,76295163
2017-05-03,10.2900,10.6800,9.8500,10.3900,139568287
2017-05-02,11.7300,11.7600,10.3000,10.3200,265982963
2017-05-01,13.4300,13.6300,13.2500,13.6200,53304763
2017-04-28,13.7300,13.7550,13.1600,13.3000,50056426
2017-04-27,13.4300,13.7000,13.3700,13.6200,30896454
2017-04-26,13.4200,13.5300,13.2200,13.4100,36344723
2017-04-25,13.2400,13.5250,13.1600,13.4900,35681706
2017-04-24,13.2300,13.2300,13.0450,13.1300,36085880
2017-04-21,13.0800,13.1200,12.9000,13.0000,25689590
2017-04-20,12.9800,13.1500,12.8800,13.1100,41976064
2017-04-19,13.0900,13.2050,12.8000,12.8400,36491056
2017-04-18,12.6300,12.9700,12.5800,12.9500,37172004
2017-04-17,12.5300,12.8000,12.3700,12.7900,38188238
2017-04-13,12.5050,12.7200,12.2200,12.3100,53442631
2017-04-12,12.9400,13.1000,12.7400,12.7600,37385363
2017-04-11,13.0200,13.2900,12.7100,13.1000,59916607
2017-04-10,13.5200,13.5900,13.0400,13.1000,47178017
2017-04-07,13.3300,13.6800,13.2200,13.5200,70354484
2017-04-06,13.4200,13.4600,12.8300,13.2700,139500105
2017-04-05,14.2800,14.6400,14.1000,14.1700,58816711
2017-04-04,14.3100,14.6700,14.0300,14.1600,58413020
2017-04-03,14.6000,14.7400,14.3000,14.6400,48423677
2017-03-31,14.1000,14.7500,14.0100,14.5500,84566239
2017-03-30,13.7300,14.0500,13.6500,14.0500,44132830
2017-03-29,13.7400,13.8700,13.6300,13.7100,37863470
2017-03-28,13.7500,13.8600,13.5500,13.6900,37420153
2017-03-27,13.3500,13.7800,13.2100,13.7000,42686840
2017-03-24,14.1600,14.1800,13.5400,13.7000,50099472
2017-03-23,13.9600,14.1200,13.7700,13.7900,44549945
2017-03-22,13.7000,14.1500,13.5500,14.1000,61239502
2017-03-21,14.4000,14.4900,13.7800,13.8200,72552725
2017-03-20,13.6800,14.5000,13.5400,14.4000,91565591
2017-03-17,13.6200,13.7400,13.3600,13.4900,224892327
2017-03-16,13.7900,13.8800,13.6500,13.6500,44494793
2017-03-15,14.0300,14.0600,13.6200,13.9800,55179561
2017-03-14,14.0000,14.1500,13.6400,14.1000,52554505
2017-03-13,14.4800,14.6800,14.1800,14.2800,73078146
2017-03-10,13.5000,13.9300,13.4500,13.9100,65142157
2017-03-09,13.4500,13.4500,13.1100,13.3300,45244233
2017-03-08,13.2500,13.5500,13.1000,13.2200,71294747
